"FileName"	"CAS"	"Name"	"RT"	"RI"	"Width"	"Purity"	"Model"	"Min. Abund."	"Amount"	"Scan"	"Peak Tailing"	"S/N (total)"	"Base Peak"	"Max. Amount"	"Area"	"Intgr.Signal"	"Max. Area"	"Extra Width"	"Models"	"Frac. Good"	"Expec. RT"	"RI-RI(lib)"	"Net"	"Weighted"	"Simple"	"Reverse"	"Corrections"	"(m/z)"	"S/N (m/z)"	"Area % (m/z)"	"Conc."	"RT-RT(lib)"
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	108872	">Cyclohexane, methyl-"	3.1217	736	">8"	"33%"	"TIC"	"9.2%"	"0.0114%"	7	1.5	24	2270		0					0				87		87						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	624920	">Disulfide, dimethyl"	3.4761	755.2	7.1	"38%"	"94 m/z"	"3.3%"	"0.0331%"	69	1.4	28	6247		0					0				89		89						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	108101	">Methyl Isobutyl Ketone"	3.5189	757.5	6.8	"56%"	"58 m/z"	"2.6%"	"0.0566%"	77	2.1	38	7761		0					0				87		87						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	584941	">Hexane, 2,3-dimethyl-"	3.7618	770.6	7.2	"61%"	"71 m/z"	"1.9%"	"0.0827%"	119	1.2	45	10467		0					0				92		92						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	108883	">Toluene"	3.795	772.4	7.5	"74%"	"91 m/z"	"0.82%"	"0.165%"	125	1.5	63	25394		0					0				96		97						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	71410	">1-Pentanol"	4.0093	784	6.9	"41%"	"TIC"	"7.3%"	"0.00828%"	163	3.2	21	2846		0					0				92		92						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	111659	">Octane"	4.3082	800.1	11.2	"54%"	"TIC"	"9.9%"	"0.0226%"	215	1.7	26	2104		0					0				93		93						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	66251	">Hexanal"	4.4168	806	6.3	"90%"	"56 m/z"	"0.47%"	"0.322%"	234	2	95	43753		0					0				95		96						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	105544	">Butanoic acid, ethyl ester"	4.5071	810.9	4.3	"41%"	"TIC"	"5.1%"	"0.00776%"	250	1.3	28	4093		0					0				91		94						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	105544	">Butanoic acid, ethyl ester"	4.51	811	5.7	"52%"	"88 m/z"	"4.0%"	"0.0309%"	250	1.6	31	5126		0					0				88		94						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	2213232	">Heptane, 2,4-dimethyl-"	4.706	821.6	6.7	"82%"	"85 m/z"	"1.2%"	"0.169%"	284	1.2	68	16408		0					0				94		94						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	541059	">Cyclotrisiloxane, hexamethyl-"	4.7614	824.6	7.1	"57%"	"207 m/z"	"1.8%"	"0.0640%"	294	1.6	39	11507		0					0				91		91						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	19549872	">2,4-Dimethyl-1-heptene"	5.0729	841.4	6.3	"82%"	"70 m/z"	"0.77%"	"0.290%"	349	1.4	92	27007		0					0				92		93						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	123422	">2-Pentanone, 4-hydroxy-4-methyl-"	5.4118	859.7	6.9	"47%"	"59 m/z"	"1.4%"	"0.0588%"	408	5.5	41	14309		0					0				83		83						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	100414	">Ethylbenzene"	5.473	863	5.9	"42%"	"91 m/z"	"0.79%"	"0.134%"	419	1.3	64	26305		0					0				95		95						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	95476	">o-Xylene"	5.6227	871.1	6.5	"69%"	"91 m/z"	"0.94%"	"0.153%"	445	1.3	66	22159		0					0				96		96						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	694871	">Bicyclo[4.2.0]octa-1,3,5-triene"	6.0319	893.2	6.1	"82%"	"104 m/z"	"0.45%"	"0.376%"	517	1.7	102	45535		0					0				96		96						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	29743337	">4,6-Octadiyn-3-one, 2-methyl-"	6.072	895.4	6.7	"25%"	"91 m/z"	"1.9%"	"0.0464%"	524	1.3	33	10750		0					0				82		82						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	111842	">Nonane"	6.1583	900.1	">8"	"46%"	"TIC"	"4.5%"	"0.0235%"	539	1.9	30	4640		0					0				90		91						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	111717	">Heptanal"	6.3017	908	9.1	"62%"	"TIC"	"4.5%"	"0.0611%"	564	1.4	41	4639		0					0				83		83						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	111762	">Ethanol, 2-butoxy-"	6.5618	922.4	7	"64%"	"57 m/z"	"1.1%"	"0.0699%"	609	3	44	18490		0					0				91		91						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	622968	">Benzene, 1-ethyl-4-methyl-"	6.6675	928.3	4.5	"9.6%"	"105 m/z"	"10%"	"0.00510%"	628	1.1	14	2035		0					0				77		77						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	2867052	">Bicyclo[3.1.0]hex-2-ene, 2-methyl-5-(1-methylethyl)-"	6.8247	937	5.2	"31%"	"93 m/z"	"6.6%"	"0.0181%"	655	1.6	25	3128		0					0				85		85						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	2867052	">Bicyclo[3.1.0]hex-2-ene, 2-methyl-5-(1-methylethyl)-"	6.8287	937.2	6.9	"35%"	"TIC"	"7.3%"	"0.0159%"	656	0.5	27	2845		0					0				85		85						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	25451154	">Felbamate"	7.2219	959	">8"	"50%"	"TIC"	"7.7%"	"0.0311%"	725	1.4	30	2694		0					0				77		78						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	62016288	">Octane, 2,2,6-trimethyl-"	7.2973	963.2	4.9	"66%"	"TIC"	"1.0%"	"0.0558%"	738	1	53	19185		0					0				90		91						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	620144	">Benzene, 1-ethyl-3-methyl-"	7.363	966.8	8.3	"39%"	"105 m/z"	"3.3%"	"0.0335%"	750	2.3	29	6313		0					0				86		86						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	100527	">Benzaldehyde"	7.4351	970.8	5.5	"66%"	"106 m/z"	"2.6%"	"0.0626%"	762	1.4	48	7752		0					0				96		96						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	62338094	">Decane, 2,2,3-trimethyl-"	7.5351	976.3	5.3	"40%"	"TIC"	"3.8%"	"0.0127%"	780	1	29	5421		0					0				78		81						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	1632764	">3-Methylpyridazine"	7.8506	993.8	7.5	"28%"	"94 m/z (75)"	"5.6%"	"0.0202%"	835	1.7	21	3707		0					0				86		86						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	111466	">Ethanol, 2,2'-oxybis-"	7.8871	995.8	">11"	"26%"	"75 m/z"	"3.5%"	"0.0310%"	841	1.3	25	5824		0					0				92		92						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	110930	">5-Hepten-2-one, 6-methyl-"	7.9477	999.2	4.9	"43%"	"108 m/z"	"3.3%"	"0.0671%"	852	1.3	50	6332		0					0				83		84						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	556672	">Cyclotetrasiloxane, octamethyl-"	7.9946	1001.8	5.6	"51%"	"281 m/z"	"1.4%"	"0.0941%"	860	2.6	48	14295		0					0				93		93						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	124130	">Octanal"	8.1649	1011.2	5.2	"39%"	"84 m/z"	"4.7%"	"0.0484%"	890	1.7	41	4435		0					0				80		80						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	124130	">Octanal"	8.1695	1011.5	6.5	"50%"	"TIC"	"4.2%"	"0.0535%"	891	0.9	46	4922		0					0				92		92						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	562492	">Pentane, 3,3-dimethyl-"	8.2581	1016.4	4.5	"19%"	"71 m/z"	"6.0%"	"0.0129%"	906	1.9	23	3460		0					0				85		87						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	"EPA-364612"	">1,1,3,3,5,5,7,7-Octamethyl-7-(2-methylpropoxy)tetrasiloxan-1-ol"	8.4507	1027	5	"42%"	"57 m/z"	"3.0%"	"0.0288%"	940	1.3	33	6929		0					0				67		68						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	138863	">Limonene"	8.5856	1034.5	5.1	"73%"	"68 m/z"	"1.4%"	"0.144%"	963	1.1	72	13992		0					0				93		93						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	"EPA-411448"	">2-Ethyl-1-hexanol"	8.6816	1039.8	10.2	"67%"	"57 m/z"	"1.0%"	"0.171%"	980	1.5	56	19340		0					0				94		94						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	62108310	">Heptane, 4-ethyl-2,2,6,6-tetramethyl-"	8.9976	1057.3	5.3	"44%"	"57 m/z"	"3.1%"	"0.0238%"	1036	1.1	31	6674		0					0				88		88						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	563166	">Hexane, 3,3-dimethyl-"	9.0479	1060.1	7.1	"41%"	"TIC"	"3.9%"	"0.0343%"	1044	2.4	37	5271		0					0				65		82						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	62108229	">Decane, 2,5,9-trimethyl-"	9.1479	1065.7	">7"	"53%"	"TIC"	"3.2%"	"0.0215%"	1062	1	34	6383		0					0				83		84						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	98862	">Acetophenone"	9.3714	1078	5.8	"53%"	"105 m/z"	"2.3%"	"0.0782%"	1101	1.8	47	8714		0					0				90		91						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	17312548	">Decane, 3,7-dimethyl-"	9.8058	1102.3	6.3	"37%"	"TIC"	"6.1%"	"0.0166%"	1177	0.8	29	3413		0					0				83		83						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	124196	">Nonanal"	9.9224	1109.5	5.1	"90%"	"57 m/z"	"0.46%"	"0.467%"	1197	1.4	129	44668		0					0				96		96						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	124196	">Nonanal"	10.1504	1123.5	7.7	"56%"	"TIC"	"4.4%"	"0.0401%"	1237	1.3	38	4684		0					0				89		89						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	541026	">Cyclopentasiloxane, decamethyl-"	10.6528	1154.3	8.3	"66%"	"355 m/z"	"1.8%"	"0.102%"	1325	2.6	48	11427		0					0				90		90						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	111148	">Heptanoic acid"	11.1592	1185.3	5.9	"32%"	"TIC"	"8.8%"	"0.00891%"	1414	1.2	20	2352		0					0				73		73						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	140670	">Estragole"	11.4849	1205.7	6.4	"55%"	"148 m/z"	"5.6%"	"0.0534%"	1471	1.4	39	3718		0					0				87		88						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	"EPA-322757"	">Glycine, N-ethyl-N-methoxycarbonyl-, hexyl ester"	11.5055	1207.1	8.5	"2.6%"	"TIC"	"25%"	"0.00332%"	1474	0.8	10	825		0					0				60		84						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	625069	">2-Pentanol, 2,4-dimethyl-"	11.5095	1207.4	5.3	"55%"	"59 m/z"	"1.3%"	"0.0706%"	1475	1.7	46	15330		0					0				68		75						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	112312	">Decanal"	11.5627	1210.9	5.3	"81%"	"57 m/z"	"1.2%"	"0.231%"	1484	1.6	88	16133		0					0				95		95						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	112312	">Decanal"	11.6592	1217.2	6.9	"52%"	"TIC"	"10%"	"0.0201%"	1501	1.1	30	2058		0					0				84		84						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	52856323	">5-Silaspiro[4.4]nona-2,7-diene"	12.049	1242.9	">15"	"15%"	"TIC"	"20%"	"0.00894%"	1569	0.9	15	996		0					0				52		52						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	112050	">Nonanoic acid"	12.7063	1286.2	7.4	"47%"	"TIC"	"6.6%"	"0.0262%"	1684	1.2	30	3145		0					0				84		84						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	105602	">Caprolactam"	12.9246	1300.7	7.5	"92%"	"55 m/z"	"0.20%"	"1.28%"	1723	1.3	172	101612		0					0				93		96						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	112447	">Undecanal"	13.0972	1312.8	5.8	"46%"	"TIC"	"7.9%"	"0.0264%"	1753	1.1	36	2644		0					0				86		86						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	540976	">Cyclohexasiloxane, dodecamethyl-"	13.2864	1326.1	5.4	"56%"	"73 m/z"	"1.8%"	"0.0596%"	1786	1.3	45	11553		0					0				90		91						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	4117140	">2-Decyn-1-ol"	13.9402	1372	6.3	"25%"	"TIC"	"18%"	"0.0102%"	1900	0.8	22	1103		0					0				56		59						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	334485	">n-Decanoic acid"	14.0077	1376.7	7.5	"36%"	"TIC"	"8.8%"	"0.0148%"	1912	1.5	28	2354		0					0				74		74						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	4292197	">Dodecane, 1-iodo-"	14.3357	1399.8	6.4	"27%"	"TIC"	"7.7%"	"0.00914%"	1970	1.8	22	2708		0					0				69		72						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	112549	">Dodecanal"	14.5352	1414.6	5.9	"55%"	"TIC"	"6.7%"	"0.0398%"	2004	1.2	38	3097		0					0				90		91						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	55759916	">2-Propenal, 3-(2,2,6-trimethyl-7-oxabicyclo[4.1.0]hept-1-yl)-"	14.6781	1425.2	5.7	"33%"	"TIC"	"10%"	"0.0137%"	2029	1.5	27	1992		0					0				64		76						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	3879263	">5,9-Undecadien-2-one, 6,10-dimethyl-, (Z)-"	15.1816	1462.6	5.4	"35%"	"69 m/z"	"4.4%"	"0.0310%"	2118	0.8	33	4675		0					0				74		75						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	112538	">1-Dodecanol"	15.4439	1482.2	6.9	"42%"	"TIC"	"6.5%"	"0.0379%"	2163	1.1	38	3211		0					0				85		90						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	72439840	">3-Butoxy-1,1,1,7,7,7-hexamethyl-3,5,5-tris(trimethylsiloxy)tetrasiloxane"	15.6531	1497.7	4.6	"43%"	"73 m/z"	"2.4%"	"0.0379%"	2200	1	41	8542		0					0				77		79						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	629629	">Pentadecane"	15.6788	1499.6	5	"58%"	"57 m/z (73)"	"1.6%"	"0.0803%"	2205	0.8	52	12531		0					0				89		90						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	166273387	">Pentanoic acid, 5-hydroxy-, 2,4-di-t-butylphenyl esters"	15.9423	1520.3	5.5	"36%"	"191 m/z"	"2.2%"	"0.0375%"	2251	1	35	9153		0					0				84		84						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	544763	">Hexadecane"	16.9471	1599.4	4.5	"68%"	"57 m/z"	"1.1%"	"0.102%"	2426	1.1	64	18276		0					0				92		92						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	6846500	">2,2,4-Trimethyl-1,3-pentanediol diisobutyrate"	17.0911	1611.3	4.9	"63%"	"71 m/z"	"0.52%"	"0.125%"	2452	1.1	68	40004		0					0				87		87						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	2765119	">Pentadecanal-"	17.178	1618.5	6.9	"32%"	"TIC"	"11%"	"0.0147%"	2467	0.8	30	1878		0					0				82		82						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	2432771	">Hexanethioic acid, S-methyl ester"	17.5432	1648.9	10.4	"9.9%"	"TIC"	"10%"	"0.00547%"	2531	1.5	17	1906		0					0				53		73						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	556683	">Cyclooctasiloxane, hexadecamethyl-"	17.7723	1668	5	"34%"	"TIC"	"4.7%"	"0.0124%"	2571	2.1	30	4379		0					0				86		86						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	112538	">1-Dodecanol"	17.9735	1684.7	6.8	"40%"	"TIC"	"7.1%"	"0.0241%"	2606	1.4	35	2908		0					0				86		86						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	74645980	">Dodecane, 2,7,10-trimethyl-"	18.1513	1699.5	4.7	"59%"	"57 m/z"	"1.4%"	"0.0710%"	2637	0.9	55	14215		0					0				88		90						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	62016302	">Octane, 2,3,3-trimethyl-"	18.2233	1705.9	4.9	"31%"	"57 m/z"	"4.1%"	"0.0217%"	2650	1.1	32	5011		0					0				80		86						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	69064364	">Z-2-Dodecenol"	18.389	1720.6	6.7	"26%"	"TIC"	"10%"	"0.0122%"	2679	2.1	25	2032		0					0				64		78						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	1072168	">Octane, 2,7-dimethyl-"	19.2749	1799.3	5.1	"21%"	"TIC"	"6.5%"	"0.00697%"	2834	1.3	24	3189		0					0				84		84						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	65405778	">cis-3-Hexenyl salicylate"	19.4949	1824.1	4.8	"18%"	"TIC"	"13%"	"0.00758%"	2872	1.3	25	1498		0					0				43		77						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	"EPA-376229"	">(.+/-.)-Lavandulol, chlorodifluoroacetate"	19.7538	1853.6	4.5	"15%"	"69 m/z"	"5.2%"	"0.0135%"	2918	0.9	25	3972		0					0				67		67						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	"EPA-309202"	">Sulfurous acid, 2-ethylhexyl hexyl ester"	19.9333	1874	12.7	"20%"	"TIC"	"4.3%"	"0.0215%"	2949	1.2	31	4810		0					0				81		81						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	5851445	">1H-Benzimidazole, 2-butyl-"	19.9567	1876.6	5.3	"5.1%"	"132 m/z"	"10%"	"0.00520%"	2953	0.7	15	1962		0					0				46		60						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	36653824	">1-Hexadecanol"	20.0722	1889.8	4.7	"40%"	"55 m/z"	"3.5%"	"0.0669%"	2973	1.1	54	5927		0					0				89		89						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	118569	">Homosalate"	20.2345	1910.3	4.7	"14%"	"138 m/z"	"9.8%"	"0.0237%"	3002	1	30	2117		0					0				76		76						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	118569	">Homosalate"	20.2391	1910.9	5.1	"15%"	"TIC"	"9.6%"	"0.00862%"	3002	0.8	32	2173		0					0				71		78						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	"EPA-314901"	">Phthalic acid, cyclobutyl hexyl ester"	20.7357	1981.2	4.1	"7.4%"	"149 m/z"	"2.5%"	"0.0161%"	3089	2.1	27	8297		0					0				83		83						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	295170	">Cyclotetradecane"	21.4381	2094.4	4.4	"10%"	"55 m/z"	"3.5%"	"0.0704%"	3212	1.6	52	5959		0					0				82		82						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	118605	">2-Ethylhexyl salicylate"	21.9497	2179.2	4.8	"3.8%"	"138 m/z"	"5.7%"	"0.0383%"	3302	1.1	37	3619		0					0				69		74						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	1072168	">Octane, 2,7-dimethyl-"	22.0508	2196	4.3	"1.7%"	"57 m/z"	"4.7%"	"0.0102%"	3319	1.2	25	4415		0					0				76		76						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	544763	">Hexadecane"	22.6326	2292.5	4.3	"8.4%"	"57 m/z"	"1.1%"	"0.0856%"	3421	1.2	64	18437		0					0				87		87						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT23_160625.FIN"	1560970	">Dodecane, 2-methyl-"	22.6338	2292.7	4.8	"9.8%"	"TIC"	"1.0%"	"0.0200%"	3421	1.2	69	20511		0					0				87		88						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\AMBIENT\AMBIENT25_160714.FIN"	79094	">Propanoic acid"	3.2051	740.5	8.6	"60%"	"74 m/z"	"3.2%"	"0.0414%"	22	1	34	6914		0					0				97		97						
